Approved symbol	Mouse genome database ID
RPL31P51	
RPL31P52	
RPL31P53	
RPL31P54	
RPL31P55	
RPL31P56	
RPL31P57	
RPL31P58	
RPL31P59	
RPL31P60	
RPL31P61	
RPL31P62	
RPL31P63	
RPL31P64	
RPL32	MGI:98038
RPL32P1	
RPL32P2	
RPL32P3	
RPL32P4	
RPL32P5	
RPL32P6	
RPL32P7	
RPL32P8	
RPL32P9	
RPL32P10	
RPL32P11	
RPL32P12	
RPL32P13	
RPL32P14	
RPL32P15	
RPL32P16	
RPL32P17	
RPL32P18	
RPL32P19	
RPL32P20	
RPL32P21	
RPL32P22	
RPL32P23	
RPL32P24	
RPL32P25	
RPL32P26	
RPL32P27	
RPL32P28	
RPL32P29	
RPL32P30	
RPL32P31	
RPL32P32	
RPL32P33	
RPL32P34	
RPL32P35	
RPL32P36	
RPL32P37	
RPL34	MGI:1915686
RPL34-DT	
RPL34P1	
RPL34P2	
RPL34P3	
RPL34P4	
RPL34P5	
RPL34P6	
RPL34P7	
RPL34P8	
RPL34P9	
RPL34P10	
RPL34P11	
RPL34P12	
RPL34P13	
RPL34P14	
RPL34P15	
RPL34P16	
RPL34P17	
RPL34P18	
RPL34P19	
RPL34P20	
RPL34P21	
RPL34P22	
RPL34P23	
RPL34P24	
RPL34P25	
RPL34P26	
RPL34P27	
RPL34P28	
RPL34P29	
RPL34P30	
RPL34P31	
RPL34P32	
RPL34P33	
RPL34P34	
RPL34P35	
RPL34P36	
RPL35	MGI:1913739
RPL35A	MGI:1928894
RPL35AP	
RPL35AP2	
RPL35AP3	
RPL35AP4	
RPL35AP5	
RPL35AP6	
RPL35AP7	
RPL35AP8	
RPL35AP9	
RPL35AP10	
RPL35AP11	
RPL35AP12	
RPL35AP13	
RPL35AP14	
RPL35AP15	
RPL35AP16	
RPL35AP17	
RPL35AP18	
RPL35AP19	
RPL35AP20	
RPL35AP21	
RPL35AP22	
RPL35AP23	
RPL35AP24	
RPL35AP25	
RPL35AP26	
RPL35AP27	
RPL35AP28	
RPL35AP29	
RPL35AP30	
RPL35AP31	
RPL35AP32	
RPL35AP33	
RPL35AP34	
RPL35AP35	
RPL35AP36	
RPL35AP37	
RPL35AP38	
RPL35P1	
RPL35P2	
RPL35P3	
RPL35P4	
RPL35P5	
RPL35P6	
RPL35P7	
RPL35P8	
RPL35P9	
RPL35P10	
RPL36	MGI:1860603
RPL36A	MGI:1201789
RPL36A-HNRNPH2	
RPL36AL	MGI:1913733
RPL36AP1	
RPL36AP2	
RPL36AP4	
RPL36AP5	
RPL36AP6	
RPL36AP7	
RPL36AP8	
RPL36AP9	
RPL36AP10	
RPL36AP11	
RPL36AP12	
RPL36AP13	
RPL36AP14	
RPL36AP15	
RPL36AP16	
RPL36AP17	
RPL36AP18	
RPL36AP19	
RPL36AP20	
RPL36AP21	
RPL36AP23	
RPL36AP24	
RPL36AP25	
RPL36AP26	
RPL36AP27	
RPL36AP28	
RPL36AP29	
RPL36AP30	
RPL36AP31	
RPL36AP32	
RPL36AP33	
RPL36AP34	
RPL36AP35	
RPL36AP36	
RPL36AP37	
RPL36AP38	
RPL36AP39	
RPL36AP40	
RPL36AP41	
RPL36AP42	
RPL36AP43	
RPL36AP44	
RPL36AP45	
RPL36AP46	
RPL36AP47	
RPL36AP48	
RPL36AP49	
RPL36AP50	
RPL36AP51	
RPL36AP52	
RPL36AP53	
RPL36AP54	
RPL36AP55	
RPL36P1	
RPL36P2	
RPL36P3	
RPL36P4	
RPL36P5	
RPL36P6	
RPL36P7	
RPL36P8	
RPL36P9	
RPL36P10	
RPL36P11	
RPL36P12	
RPL36P13	
RPL36P14	
RPL36P15	
RPL36P16	
RPL36P17	
RPL36P18	
RPL36P19	
RPL36P20	
RPL37	MGI:1914531
RPL37A	MGI:98068
RPL37A-DT	
RPL37AP1	
RPL37AP2	
RPL37AP3	
RPL37AP4	
RPL37AP5	
RPL37AP6	
RPL37AP7	
RPL37AP8	
RPL37AP9	
RPL37P1	
RPL37P2	
RPL37P3	
RPL37P4	
RPL37P5	
RPL37P6	
RPL37P7	
RPL37P8	
RPL37P9	
RPL37P10	
RPL37P11	
RPL37P12	
RPL37P13	
RPL37P14	
RPL37P15	
RPL37P16	
RPL37P17	
RPL37P18	
RPL37P19	
RPL37P20	
RPL37P21	
RPL37P22	
RPL37P23	
RPL37P24	
RPL37P25	
RPL38	MGI:1914921
RPL38P1	
RPL38P2	
RPL38P3	
RPL38P4	
RPL38P5	
RPL38P6	
RPL39	MGI:1914498
RPL39L	
RPL39P	
RPL39P2	
RPL39P3	
RPL39P4	
RPL39P5	
RPL39P6	
RPL39P7	
RPL39P8	
RPL39P9	
RPL39P10	
RPL39P11	
RPL39P12	
RPL39P13	
RPL39P14	
RPL39P15	
RPL39P16	
RPL39P17	
RPL39P18	
RPL39P19	
RPL39P20	
RPL39P21	
RPL39P22	
RPL39P23	
RPL39P24	
RPL39P25	
RPL39P26	
RPL39P27	
RPL39P28	
RPL39P29	
RPL39P30	
RPL39P31	
RPL39P32	
RPL39P33	
RPL39P34	
RPL39P35	
RPL39P36	
RPL39P37	
RPL39P38	
RPL39P39	
RPL39P40	
RPL39P41	
RPL39P42	
RPL41	
RPL41L2	
RPL41P1	
RPL41P2	
RPL41P3	
RPL41P4	
RPL41P5	
RPL41P6	
RPL41P7	
RPLP0	MGI:1927636
RPLP1	MGI:1927099
RPLP1L1	
RPLP1L2	
RPLP1L3	
RPLP1L4	
RPLP1P1	
RPLP1P2	
RPLP1P3	
RPLP1P4	
RPLP1P5	
RPLP1P6	
RPLP1P7	
RPLP1P8	
RPLP1P9	
RPLP1P10	
RPLP1P11	
RPLP1P12	
RPLP1P13	
RPLP2	MGI:1914436
RPLP2P1	
RPLP2P2	
RPLP2P3	
RPLP2P4	
RPLP2P5	
RPLP0P1	
RPLP0P2	
RPLP0P3	
RPLP0P4	
RPLP0P5	
RPLP0P6	
RPLP0P7	
RPLP0P8	
RPLP0P9	
RPLP0P10	
RPLP0P11	
RPLP0P12	
RPML3	
RPML12	
RPMS12	
RPN1	MGI:98084
RPN2	MGI:98085
RPP14	MGI:1914303
RPP21	MGI:1914926
RPP25	MGI:2143151
RPP25L	MGI:1917211
RPP30	MGI:1859683
RPP38	MGI:2443607
RPP38-DT	
RPP40	MGI:1346084
RPP40P1	
RPP40P2	
RPPH1	MGI:1934664
RPPH1-2P	
RPPH1-3P	
RPRD1A	MGI:2385066
RPRD1B	MGI:1917720
RPRD2	MGI:1922387
RPRM	MGI:1915124
RPRML	MGI:2144486
RPS1L	
RPS2	MGI:105110
RPS2P1	
RPS2P2	
RPS2P3	
RPS2P4	
RPS2P5	
RPS2P6	
RPS2P7	
RPS2P8	
RPS2P9	
RPS2P10	
RPS2P11	
RPS2P12	
RPS2P13	
RPS2P14	
RPS2P15	
RPS2P16	
RPS2P17	
RPS2P18	
RPS2P19	
RPS2P20	
RPS2P21	
RPS2P22	
RPS2P23	
RPS2P24	
RPS2P25	
RPS2P26	
RPS2P27	
RPS2P28	
RPS2P29	
RPS2P30	
RPS2P31	
RPS2P32	
RPS2P33	
RPS2P34	
RPS2P35	
RPS2P36	
RPS2P37	
RPS2P38	
RPS2P39	
RPS2P40	
RPS2P41	
RPS2P42	
RPS2P43	
RPS2P44	
RPS2P45	
RPS2P46	
RPS2P47	
RPS2P48	
RPS2P49	
RPS2P50	
RPS2P51	
RPS2P52	
RPS2P53	
RPS2P54	
RPS2P55	
RPS3	MGI:1350917
RPS3A	MGI:1202063
RPS3AP1	
RPS3AP2	
RPS3AP3	
RPS3AP4	
RPS3AP5	
RPS3AP6	
RPS3AP7	
RPS3AP8	
RPS3AP9	
RPS3AP10	
RPS3AP11	
RPS3AP12	
RPS3AP13	
RPS3AP14	
RPS3AP15	
RPS3AP16	
RPS3AP17	
RPS3AP18	
RPS3AP19	
RPS3AP20	
RPS3AP21	
RPS3AP22	
RPS3AP23	
RPS3AP24	
RPS3AP25	
RPS3AP26	
RPS3AP27	
RPS3AP28	
RPS3AP29	
RPS3AP30	
RPS3AP31	
RPS3AP32	
RPS3AP33	
RPS3AP34	
RPS3AP35	
RPS3AP36	
RPS3AP37	
RPS3AP38	
RPS3AP39	
RPS3AP40	
RPS3AP41	
RPS3AP42	
RPS3AP43	
RPS3AP44	
RPS3AP46	
RPS3AP47	
RPS3AP48	
RPS3AP49	
RPS3AP50	
RPS3AP51	
RPS3AP52	
RPS3AP53	
RPS3AP54	
RPS3AP55	
RPS3L1	
RPS3P1	
RPS3P2	
RPS3P3	
RPS3P4	
RPS3P5	
RPS3P6	
RPS3P7	
RPS4X	MGI:98158
RPS4XP1	
RPS4XP2	
RPS4XP3	
RPS4XP4	
RPS4XP5	
RPS4XP6	
RPS4XP7	
RPS4XP8	
RPS4XP9	
RPS4XP10	
RPS4XP11	
RPS4XP12	
RPS4XP13	
RPS4XP14	
RPS4XP15	
RPS4XP16	
RPS4XP17	
RPS4XP18	
RPS4XP19	
RPS4XP20	
RPS4XP21	
RPS4XP22	
RPS4XP23	
RPS4Y1	
RPS4Y1P1	
RPS4Y2	
RPS5	MGI:1097682
RPS5P1	
RPS5P2	
RPS5P3	
RPS5P4	
RPS5P5	
RPS5P6	
RPS5P7	
RPS5P8	
RPS6	MGI:98159
RPS6KA1	MGI:104558
RPS6KA2	MGI:1342290
RPS6KA2-AS1	
RPS6KA2-IT1	
RPS6KA3	MGI:104557
RPS6KA4	MGI:1930076
RPS6KA5	MGI:1920336
RPS6KA6	MGI:1914321
RPS6KB1	MGI:1270849
RPS6KB2	MGI:1927343
RPS6KB2-AS1	
RPS6KB3	
RPS6KC1	MGI:2443419
RPS6KL1	MGI:2443413
RPS6P1	
RPS6P2	
RPS6P3	
RPS6P4	
RPS6P5	
RPS6P7	
RPS6P8	
RPS6P9	
RPS6P10	
RPS6P11	
RPS6P12	
RPS6P13	
RPS6P14	
RPS6P15	
RPS6P16	
RPS6P17	
RPS6P18	
RPS6P19	
RPS6P20	
RPS6P21	
RPS6P22	
RPS6P23	
RPS6P24	
RPS6P25	
RPS6P26	
RPS7	MGI:1333818
RPS7P1	
RPS7P2	
RPS7P3	
RPS7P4	
RPS7P5	
RPS7P6	
RPS7P7	
RPS7P8	
RPS7P9	
RPS7P10	
RPS7P11	
RPS7P12	
RPS7P13	
RPS7P14	
RPS7P15	
RPS8	MGI:98166
RPS8P1	
RPS8P3	
RPS8P4	
RPS8P5	
RPS8P6	
RPS8P7	
RPS8P8	
RPS8P9	
RPS8P10	
RPS8P11	
RPS9	MGI:1924096
RPS9P1	
RPS9P2	
RPS9P3	
RPS9P4	
RPS10	MGI:1914347
RPS10-NUDT3	
RPS10P1	
RPS10P2	
RPS10P3	
RPS10P4	
RPS10P5	
RPS10P6	
RPS10P7	
RPS10P8	
RPS10P9	
RPS10P10	
RPS10P11	
RPS10P12	
RPS10P13	
RPS10P14	
RPS10P15	
RPS10P16	
RPS10P17	
RPS10P18	
RPS10P19	
RPS10P20	
RPS10P21	
RPS10P22	
RPS10P23	
RPS10P24	
RPS10P25	
RPS10P26	
RPS10P27	
RPS10P28	
RPS10P29	
RPS10P30	
RPS10P31	
RPS11	MGI:1351329
RPS11P1	
RPS11P2	
RPS11P3	
RPS11P4	
RPS11P5	
RPS11P6	
RPS11P7	
RPS12	MGI:98105
RPS12P1	
RPS12P2	
RPS12P3	
RPS12P4	
RPS12P5	
RPS12P6	
RPS12P7	
RPS12P8	
RPS12P9	
RPS12P10	
RPS12P11	
RPS12P12	
RPS12P13	
RPS12P14	
RPS12P15	
RPS12P16	
RPS12P17	
RPS12P18	
RPS12P20	
RPS12P21	
RPS12P22	
RPS12P23	
RPS12P24	
RPS12P25	
RPS12P26	
RPS12P27	
RPS12P28	
RPS12P29	
RPS12P30	
RPS12P31	
RPS12P32	
RPS13	MGI:1915302
RPS13P1	
RPS13P2	
RPS13P3	
RPS13P4	
RPS13P5	
RPS13P6	
RPS13P7	
RPS13P8	
RPS14	MGI:98107
RPS14P1	
RPS14P2	
RPS14P3	
RPS14P4	
RPS14P5	
RPS14P6	
RPS14P7	
RPS14P8	
RPS14P9	
RPS14P10	
RPS15	MGI:98117
RPS15A	MGI:2389091
RPS15AP1	
RPS15AP2	
RPS15AP3	
RPS15AP4	
RPS15AP5	
RPS15AP6	
RPS15AP7	
RPS15AP8	
RPS15AP9	
RPS15AP10	
RPS15AP11	
RPS15AP12	
RPS15AP13	
RPS15AP14	
RPS15AP15	
RPS15AP16	
RPS15AP17	
RPS15AP18	
RPS15AP19	
RPS15AP20	
RPS15AP21	
RPS15AP22	
RPS15AP23	
RPS15AP24	
RPS15AP25	
RPS15AP26	
RPS15AP27	
RPS15AP28	
RPS15AP29	
RPS15AP30	
RPS15AP31	
RPS15AP32	
RPS15AP33	
RPS15AP34	
RPS15AP35	
RPS15AP36	
RPS15AP37	
RPS15AP38	
RPS15AP39	
RPS15AP40	
RPS15P1	
RPS15P2	
RPS15P3	
RPS15P4	
RPS15P5	
RPS15P6	
RPS15P7	
RPS15P8	
RPS15P9	
RPS16	MGI:98118
RPS16P1	
RPS16P2	
RPS16P3	
RPS16P4	
RPS16P5	
RPS16P6	
RPS16P7	
RPS16P8	
RPS16P9	
RPS16P10	
RPS17	MGI:1309526
RPS17L	
RPS17L3	
RPS17P1	
RPS17P2	
RPS17P3	
RPS17P4	
RPS17P5	
RPS17P6	
RPS17P7	
RPS17P8	
RPS17P9	
RPS17P10	
RPS17P11	
RPS17P12	
RPS17P13	
RPS17P14	
RPS17P15	
RPS17P16	
RPS17P17	
RPS18	MGI:98146
RPS18P1	
RPS18P2	
RPS18P3	
RPS18P4	
RPS18P5	
RPS18P6	
RPS18P7	
RPS18P8	
RPS18P9	
RPS18P10	
RPS18P11	
RPS18P12	
RPS18P13	
RPS18P14	
RPS19	MGI:1333780
RPS19BP1	MGI:1913788
RPS19P1	
RPS19P2	
RPS19P3	
RPS19P4	
RPS19P5	
RPS19P6	
RPS19P7	
RPS20	MGI:1914677
RPS20P1	
RPS20P2	
RPS20P3	
RPS20P4	
RPS20P5	
RPS20P6	
RPS20P7	
RPS20P8	
RPS20P9	
RPS20P10	
RPS20P11	
RPS20P12	
RPS20P13	
RPS20P14	
RPS20P15	
RPS20P16	
RPS20P17	
RPS20P18	
RPS20P19	
RPS20P20	
RPS20P21	
RPS20P22	
RPS20P23	
RPS20P24	
RPS20P25	
RPS20P26	
RPS20P27	
RPS20P28	
RPS20P29	
RPS20P30	
RPS20P31	
RPS20P32	
RPS20P33	
RPS20P34	
RPS20P35	
RPS21	MGI:1913731
RPS21-DT	
RPS21P1	
RPS21P2	
RPS21P3	
RPS21P4	
RPS21P5	
RPS21P6	
RPS21P7	
RPS21P8	
RPS23	MGI:1913725
RPS23P1	
RPS23P2	
RPS23P3	
RPS23P4	
RPS23P5	
RPS23P6	
RPS23P7	
RPS23P8	
RPS23P9	
RPS23P10	
RPS24	MGI:98147
RPS24P1	
RPS24P2	
RPS24P3	
RPS24P4	
RPS24P5	
RPS24P6	
RPS24P7	
RPS24P8	
RPS24P9	
RPS24P10	
RPS24P11	
RPS24P12	
RPS24P13	
RPS24P14	
RPS24P15	
RPS24P16	
RPS24P17	
RPS24P18	
RPS24P19	
RPS24P21	
RPS25	MGI:1922867
RPS25P1	
RPS25P2	
RPS25P3	
RPS25P4	
RPS25P5	
RPS25P6	
RPS25P7	
RPS25P8	
RPS25P9	
RPS25P10	
RPS26	MGI:1351628
RPS26P1	
RPS26P2	
RPS26P3	
RPS26P4	
RPS26P5	
RPS26P6	
RPS26P7	
RPS26P8	
RPS26P9	
RPS26P10	
RPS26P11	
RPS26P12	
RPS26P13	
RPS26P14	
RPS26P15	
RPS26P16	
RPS26P17	
RPS26P18	
RPS26P19	
RPS26P20	
RPS26P21	
RPS26P22	
RPS26P23	
RPS26P24	
RPS26P25	
RPS26P26	
RPS26P27	
RPS26P28	
RPS26P29	
RPS26P30	
RPS26P31	
RPS26P32	
RPS26P33	
RPS26P34	
RPS26P35	
RPS26P36	
RPS26P37	
RPS26P38	
RPS26P39	
RPS26P40	
RPS26P41	
RPS26P42	
RPS26P43	
RPS26P44	
RPS26P45	
RPS26P46	
RPS26P47	
RPS26P48	
RPS26P49	
RPS26P50	
RPS26P51	
RPS26P52	
RPS26P53	
RPS26P54	
RPS26P55	
RPS26P56	
RPS26P57	
RPS26P58	
RPS26P59	
RPS27	MGI:1888676
RPS27A	MGI:1925544
RPS27AP1	
RPS27AP2	
RPS27AP3	
RPS27AP4	
RPS27AP5	
RPS27AP6	
RPS27AP7	
RPS27AP8	
RPS27AP9	
RPS27AP10	
RPS27AP11	
RPS27AP12	
RPS27AP13	
RPS27AP14	
RPS27AP15	
RPS27AP16	
RPS27AP17	
RPS27AP18	
RPS27AP19	
RPS27AP20	
RPS27L	MGI:1915191
RPS27P1	
RPS27P2	
RPS27P3	
RPS27P4	
RPS27P5	
RPS27P6	
RPS27P7	
RPS27P8	
RPS27P9	
RPS27P10	
RPS27P11	
RPS27P12	
RPS27P13	
RPS27P14	
RPS27P15	
RPS27P16	
RPS27P17	
RPS27P18	
RPS27P19	
RPS27P20	
RPS27P21	
RPS27P22	
RPS27P23	
RPS27P24	
RPS27P25	
RPS27P26	
RPS27P27	
RPS27P28	
RPS27P29	
RPS27P30	
RPS28	MGI:1859516
RPS28P1	
RPS28P2	
RPS28P3	
RPS28P4	
RPS28P5	
RPS28P6	
RPS28P7	
RPS28P8	
RPS28P9	
RPS29	MGI:107681
RPS29P1	
RPS29P2	
RPS29P3	
RPS29P4	
RPS29P5	
RPS29P6	
RPS29P7	
RPS29P8	
RPS29P9	
RPS29P10	
RPS29P11	
RPS29P12	
RPS29P13	
RPS29P14	
RPS29P15	
RPS29P16	
RPS29P17	
RPS29P18	
RPS29P19	
RPS29P20	
RPS29P21	
RPS29P22	
RPS29P23	
RPS29P24	
RPS29P25	
RPS29P26	
RPS29P27	
RPS29P28	
RPS29P29	
RPS29P30	
RPS29P31	
RPS29P32	
RPS29P33	
RPSA	MGI:105381
RPSA2	
RPSAP1	
RPSAP2	
RPSAP3	
RPSAP4	
RPSAP5	
RPSAP6	
RPSAP7	
RPSAP8	
RPSAP9	
RPSAP10	
RPSAP11	
RPSAP12	
RPSAP13	
RPSAP14	
RPSAP15	
RPSAP16	
RPSAP17	
RPSAP18	
RPSAP19	
RPSAP20	
RPSAP21	
RPSAP22	
RPSAP23	
RPSAP24	
RPSAP25	
RPSAP26	
RPSAP27	
RPSAP28	
RPSAP29	
RPSAP30	
RPSAP31	
RPSAP32	
RPSAP33	
RPSAP34	
RPSAP35	
RPSAP36	
RPSAP37	
RPSAP38	
RPSAP39	
RPSAP40	
RPSAP41	
RPSAP42	
RPSAP43	
RPSAP44	
RPSAP45	
RPSAP46	
RPSAP47	
RPSAP48	
RPSAP49	
RPSAP50	
RPSAP51	
RPSAP52	
RPSAP53	
RPSAP54	
RPSAP55	
RPSAP56	
RPSAP57	
RPSAP59	
RPSAP60	
RPSAP61	
RPSAP62	
RPSAP63	
RPSAP64	
RPSAP65	
RPSAP66	
RPSAP67	
RPSAP68	
RPSAP69	
RPSAP70	
RPSAP71	
RPSAP72	
RPSAP73	
RPSAP74	
RPSAP75	
RPSAP76	
RPTN	MGI:1099055
RPTOR	MGI:1921620
RPU1	
RPUSD1	MGI:1919186
RPUSD2	MGI:1918066
RPUSD3	MGI:2141440
RPUSD4	MGI:1919239
RRAD	MGI:1930943
RRAGA	MGI:1915691
RRAGAP1	
RRAGAP1-AS1	
RRAGB	MGI:3038613
RRAGC	MGI:1858751
RRAGC-DT	
RRAGD	MGI:1098604
RRAS	MGI:98179
RRAS2	MGI:1914172
RRAS2P1	
RRAS2P2	
RRBP1	MGI:1932395
RRBP1P1	
RRBP1P2	
RREB1	MGI:2443664
RRH	MGI:1097709
RRM1	MGI:98180
RRM1-AS1	
RRM2	MGI:98181
RRM2B	MGI:2155865
RRM2P1	
RRM2P2	
RRM2P3	
RRM2P4	
RRN3	MGI:1925255
RRN3P1	
RRN3P2	
RRN3P3	
RRN3P4	
RRP1	MGI:1203500
RRP1B	MGI:1919712
RRP7A	MGI:1922028
RRP7BP	
RRP8	MGI:1914251
RRP9	MGI:2384313
RRP12	MGI:2147437
RRP15	MGI:1914473
RRP36	MGI:2385053
RRS1	MGI:1929721
RRS1-DT	
RS1	MGI:1336189
RSAD1	MGI:3039628
RSAD2	MGI:1929628
RSBN1	MGI:2444993
RSBN1L	MGI:3036237
RSC1A1	MGI:3526447
RSE	
RSF1	MGI:2682305
RSF1-IT1	
RSF1-IT2	
RSKR	MGI:2652869
RSL1D1	MGI:1913659
RSL1D1-DT	
RSL24D1	MGI:2681840
RSL24D1P1	
RSL24D1P2	
RSL24D1P3	
RSL24D1P4	
RSL24D1P5	
RSL24D1P6	
RSL24D1P7	
RSL24D1P8	
RSL24D1P9	
RSL24D1P10	
RSL24D1P11	
RSMD1	
RSPH1	MGI:1194909
RSPH1-DT	
RSPH3	MGI:1914082
RSPH4A	MGI:3027894
RSPH6A	MGI:1927643
RSPH9	MGI:1922814
RSPH10B	MGI:1922386
RSPH10B2	
RSPH14	MGI:1918486
RSPO1	MGI:2183426
RSPO2	MGI:1922667
RSPO3	MGI:1920030
RSPO4	MGI:1924467
RSPRY1	MGI:1914860
RSRC1	MGI:1914130
RSRC2	MGI:1913489
RSRP1	MGI:106498
RSS	
RSTS	
RSU1	MGI:103040
RSU1P1	
RSU1P2	
RSU1P3	
RTA1C	
RTBDN	MGI:2443686
RTCA	MGI:1913618
RTCA-AS1	
RTCB	MGI:106379
RTEL1	MGI:2139369
RTEL1-TNFRSF6B	
RTEL1P1	
RTF1	MGI:1309480
RTF2	MGI:1913654
RTKN	MGI:107371
RTKN2	MGI:2158417
RTL1	MGI:2656842
RTL3	MGI:2685221
RTL4	MGI:3588192
RTL5	MGI:3045324
RTL6	MGI:2675858
RTL8A	MGI:1913408, MGI:3576504, MGI:1920115
RTL8B	MGI:1913408, MGI:3576504, MGI:1920115
RTL8C	MGI:1913408, MGI:3576504, MGI:1920115
RTL9	MGI:2685231
RTL10	MGI:3833934
RTN1	MGI:1933947
RTN2	MGI:107612
RTN3	MGI:1339970
RTN3P1	
RTN4	MGI:1915835
RTN4IP1	MGI:2178759
RTN4R	MGI:2136886
RTN4RL1	MGI:2661375
RTN4RL2	MGI:2669796
RTP1	MGI:2685450
RTP2	MGI:2685451
RTP3	MGI:2446841
RTP4	MGI:1915025
RTP5	
RTRAF	MGI:1915295
RTRAFP1	
RTRAFP2	
RTT	
RTTN	MGI:2179288
RUBCN	MGI:1915160
RUBCNL	MGI:2685590
RUFY1	MGI:2429762
RUFY1-AS1	
RUFY2	MGI:1917682
RUFY3	MGI:106484
RUFY4	MGI:3588214
RUNDC1	MGI:2144506
RUNDC2A	
RUNDC3A	MGI:1858752
RUNDC3A-AS1	
RUNDC3B	MGI:2685286
RUNX1	MGI:99852
RUNX1-AS1	
RUNX1-IT1	
RUNX1T1	MGI:104793
RUNX2	MGI:99829
RUNX2-AS1	
RUNX3	MGI:102672
RUNX3-AS1	
RUSC1	MGI:1919546
RUSC1-AS1	
RUSC2	MGI:2140371
RUSF1	MGI:2384572
RUSF1-DT	
RUVBL1	MGI:1928760
RUVBL1-AS1	
RUVBL2	MGI:1342299
RUVBL2P1	
RVNP2	
RWDD1	MGI:1913771
RWDD1P1	
RWDD1P3	
RWDD2A	MGI:1916769
RWDD2B	MGI:1858215
RWDD3	MGI:1920420
RWDD3-DT	
RWDD4	MGI:2681000
RWDD4P1	
RWDD4P2	
RXFP1	MGI:2682211
RXFP2	MGI:2153463
RXFP3	MGI:2441827
RXFP4	MGI:2182926
RXRA	MGI:98214
RXRB	MGI:98215
RXRG	MGI:98216
RXYLT1	MGI:2384919
RXYLT1-AS1	
RYBP	MGI:1929059
RYK	MGI:101766
RYKP1	
RYR1	MGI:99659
RYR2	MGI:99685
RYR3	MGI:99684
RYR3-DT	
S1PR1	MGI:1096355
S1PR1-DT	
S1PR2	MGI:99569
S1PR3	MGI:1339365
S1PR4	MGI:1333809
S1PR5	MGI:2150641
S7	
S8	
S9	
S11	
S12	
S13	
S14	
S100A1	MGI:1338917
S100A2	
S100A3	MGI:1338849
S100A4	MGI:1330282
S100A5	MGI:1338915
S100A6	MGI:1339467
S100A7	
S100A7A	
S100A7L2	
S100A7P1	
S100A7P2	
S100A8	MGI:88244
S100A9	MGI:1338947
S100A10	MGI:1339468
S100A11	MGI:1338798
S100A11P1	
S100A11P2	
S100A11P3	
S100A11P4	
S100A11P5	
S100A11P6	
S100A11P7	
S100A11P8	
S100A11P9	
S100A11P10	
S100A12	
S100A13	MGI:109581
S100A14	MGI:1913416
S100A15A	
S100A16	MGI:1915110
S100B	MGI:98217
S100D	
S100E	
S100G	MGI:104528
S100L	
S100P	
S100PBP	MGI:1921898
S100Z	MGI:2685471
SAA@	
SAA1	MGI:98221, MGI:98222
SAA2	MGI:98221, MGI:98222
SAA2-SAA4	
SAA3P	MGI:98223
SAA4	MGI:98224
SAA5	
SAAL1	MGI:1926185
SAC3D1	MGI:1913656
SACM1L	MGI:1933169
SACS	MGI:1354724
SACS-AS1	
SAE1	MGI:1929264
SAE1P1	
SAFB	MGI:2146974
SAFB2	MGI:2146808
SAG	MGI:98227
SAGE1	
SAGE2P	
SAGE3P	
SAGE4P	
SAI1	
SALL1	MGI:1889585
SALL1P1	
SALL2	MGI:1354373
SALL3	MGI:109295
SALL4	MGI:2139360
SALL4P1	
SALL4P2	
SALL4P3	
SALL4P4	
SALL4P5	
SALL4P6	
SALL4P7	
SALRNA1	
SALRNA2	
SALRNA3	
SAMD1	MGI:2142433
SAMD3	MGI:2685469
SAMD4A	MGI:1921730
SAMD4A-AS1	
SAMD4B	MGI:2448542
SAMD5	MGI:2444815
SAMD7	MGI:1923203
SAMD8	MGI:1914880
SAMD9	
SAMD9L	MGI:1343184
SAMD10	MGI:2443872
SAMD11	MGI:2446220
SAMD11P1	
SAMD12	MGI:2444518
SAMD12-AS1	
SAMD13	MGI:2686498
SAMD14	MGI:2384945
SAMD15	MGI:2685109
SAMHD1	MGI:1927468
SAMM50	MGI:1915903
SAMM50P1	
SAMMSON	
SAMSN1	MGI:1914992
SAMSN1-AS1	
SANBR	MGI:1918925
SAP1	
SAP2	
SAP18	MGI:1277978
SAP18P1	
SAP18P2	
SAP18P3	
SAP25	MGI:3802945
SAP30	MGI:1929129
SAP30-DT	
SAP30BP	MGI:1927479
SAP30BP-AS1	
SAP30L	MGI:1354709
SAP30L-AS1	
SAP30P1	
SAP130	MGI:1919782
SAPCD1	MGI:2388100
SAPCD1-AS1	
SAPCD2	MGI:1919330
SAPCD2P1	
SAPCD2P2	
SAPCD2P3	
SAPCD2P4	
SAPK3	
SAR1A	MGI:98230
SAR1AP1	
SAR1AP2	
SAR1AP3	
SAR1AP4	
SAR1B	MGI:1913647
SARAF	MGI:1915137
SARDH	MGI:2183102
SARM1	MGI:2136419
SARNP	MGI:1913368
SARS1	MGI:102809
SARS2	MGI:1919234
SARSM	
SART1	MGI:1309453
SART3	MGI:1858230
SASH1	MGI:1917347
SASH3	MGI:1921381
SASS6	MGI:1920026
SAT1	MGI:98233
SAT1-DT	
SAT2	MGI:1916465
SATB1	MGI:105084
SATB1-AS1	
SATB1P1	
SATB2	MGI:2679336
SATB2-AS1	
SATL1	MGI:1921059
SAV1	MGI:1927144
SAX1	
SAX2	
SAXO1	MGI:1923061
SAXO2	MGI:1914618
SAXO3	
SAXO4	MGI:1915002
SAXO5	MGI:1923656
SAYSD1	MGI:1914759
SBDS	MGI:1913961
SBDSP1	
SBF1	MGI:1925230
SBF1P1	
SBF1P2	
SBF2	MGI:1921831
SBF2-AS1	
