Gene name	Phenotype description
PRPF8	RETINITIS PIGMENTOSA 13
PRPF8	Non-specific syndromic intellectual disability
PRPF8	Retinitis pigmentosa
PRPF8	Glaucoma
PRPF8	PRPF8-related developmental disorder monoallelic
PRPF8	RETINITIS PIGMENTOSA 13
PRPH2	Adult-onset foveomacular vitelliform dystrophy
PRPH2	Butterfly-shaped pigment dystrophy
PRPH2	Central areolar choroidal dystrophy
PRPH2	Cone rod dystrophy
PRPH2	FUNDUS ALBIPUNCTATUS
PRPH2	Multifocal pattern dystrophy simulating fundus flavimaculatus
PRPH2	Retinitis pigmentosa
PRPH2	RETINITIS PUNCTATA ALBESCENS
PRPH2	STARGARDT DISEASE
PRPH2	CHOROIDAL DYSTROPHY CENTRAL AREOLAR 2
PRPH2	FUNDUS ALBIPUNCTATUS RETINITIS PUNCTATA ALBESCENS INCLUDED
PRPH2	MACULAR DYSTROPHY PATTERNED 1
PRPH2	MACULAR DYSTROPHY VITELLIFORM 3
PRPH2	RETINITIS PIGMENTOSA 7
PRPH2	Leber congenital amaurosis
PRPH2	Macular dystrophy
PRPH2	RETINITIS PIGMENTOSA 7
PRRT2	Benign familial infantile epilepsy
PRRT2	Familial or sporadic hemiplegic migraine
PRRT2	Infantile convulsions and choreoathetosis
PRRT2	Paroxysmal exertion-induced dyskinesia
PRRT2	Paroxysmal kinesigenic dyskinesia
PRRT2	Paroxysmal non-kinesigenic dyskinesia
PRRT2	CONVULSIONS FAMILIAL INFANTILE WITH PAROXYSMAL CHOREOATHETOSIS
PRRT2	EPISODIC KINESIGENIC DYSKINESIA 1
PRRT2	SEIZURES BENIGN FAMILIAL INFANTILE 2
PRRT2	AUTOSOMAL RECESSIVE INTELLECTUAL DEVELOPMENTAL DISORDER
PRRT2	Benign Familial Infantile Epilepsy and Infantile Convulsions with Choreoathetosis Syndrome
PRSS56	Nanophthalmos
PRSS56	MICROPHTHALMIA ISOLATED 6
PRSS56	MICROPHTHALMIA ISOLATED TYPE 6
PRSS56	MICROPHTHALMIA ISOLATED 6
PRX	Charcot-Marie-Tooth disease type 4F
PRX	Dejerine-Sottas syndrome
PRX	CHARCOT-MARIE-TOOTH DISEASE DEMYELINATING TYPE 4F
PRX	HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS
PSEN1	Behavioral variant of frontotemporal dementia
PSEN1	Early-onset autosomal dominant Alzheimer disease
PSEN1	Familial isolated dilated cardiomyopathy
PSEN1	NON RARE IN EUROPE: Hidradenitis suppurativa
PSEN1	Progressive non-fluent aphasia
PSEN1	Semantic dementia
PSEN2	Early-onset autosomal dominant Alzheimer disease
PSEN2	Familial isolated dilated cardiomyopathy
PSEN2	ALZHEIMER DISEASE 4
PSEN2	CARDIOMYOPATHY DILATED 1V
PSMB10	Proteasome-associated autoinflammatory syndrome 5
PSMB4	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3
PSMB8	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
PSMB8	Nakajo syndrome
PSMB8	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
PSMB8	Nakajo syndrome
PSMB8	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
PSMB8	Nakajo syndrome
PSMB8	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
PSMB8	Nakajo syndrome
PSMB8	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
PSMB8	Nakajo syndrome
PSMB8	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
PSMB8	Nakajo syndrome
PSMB8	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
PSMB8	Nakajo syndrome
PSMB8	Proteasome-associated autoinflammatory syndrome
PSMB8	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
PSMB8	Nakajo syndrome
PSMC3IP	46XX gonadal dysgenesis
PSMC3IP	OVARIAN DYSGENESIS 3
PSMG2	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 4
PSTPIP1	Hyperzincemia and hypercalprotectinemia
PSTPIP1	PAPA syndrome
PSTPIP1	PYOGENIC STERILE ARTHRITIS PYODERMA GANGRENOSUM AND ACNE
PSTPIP1	PYOGENIC STERILE ARTHRITIS PYODERMA GANGRENOSUM AND ACNE
PTCD3	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 51
PTCH1	Alobar holoprosencephaly
PTCH1	Gorlin syndrome
PTCH1	Lobar holoprosencephaly
PTCH1	Microform holoprosencephaly
PTCH1	Midline interhemispheric variant of holoprosencephaly
PTCH1	Monosomy 9q22.3
PTCH1	Schilbach-Rott syndrome
PTCH1	Semilobar holoprosencephaly
PTCH1	Septopreoptic holoprosencephaly
PTCH1	BASAL CELL CARCINOMA SUSCEPTIBILITY TO 1
PTCH1	BASAL CELL NEVUS SYNDROME 1
PTCH1	HOLOPROSENCEPHALY 7
PTCH1	Basal cell nevus syndrome
PTCH1	Gorlin syndrome
PTCH1	HOLOPROSENCEPHALY-7
PTCH1	Appendix Adenocarcinoma
PTCH1	B-cell acute lymphoblastic leukemia
PTCH1	Bladder Small Cell Neuroendocrine Carcinoma
PTCH1	Breast Carcinoma by Gene Expression Profile
PTCH1	Burkitts lymphoma
PTCH1	Colorectal Serrated Adenocarcinoma
PTCH1	Digestive System Carcinoma
PTCH1	Endometrial Endometrioid Adenocarcinoma
PTCH1	Gallbladder Small Cell Neuroendocrine Carcinoma
PTCH1	Gastric Adenoma
PTCH1	Hepatobiliary Neoplasm
PTCH1	Hodgkins lymphoma
PTCH1	Malignant Ovarian Mixed Epithelial Tumor
PTCH1	Malignant Pancreatic Neoplasm
PTCH1	Merkel cell skin cancer
PTCH1	ND
PTCH1	Ovarian Endometrioid Adenocarcinoma
PTCH1	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
PTCH1	Ovarian Yolk Sac Tumor
PTCH1	Placental Choriocarcinoma
PTCH1	Pleural Biphasic Mesothelioma
PTCH1	Pleural Epithelioid Mesothelioma
PTCH1	T-cell acute lymphoblastic leukemia
PTCH1	Testicular Teratoma
PTCH1	Thymic Carcinoma
PTCH1	Uterine Carcinosarcoma
PTCH1	Acute lymphoblastic leukemia
PTCH1	Acute myeloid leukemia
PTCH1	angiosarcoma
PTCH1	Astrocytoma
PTCH1	Basal cell carcinoma
PTCH1	bile duct carcinoma
PTCH1	bladder transitional cell carcinoma
PTCH1	brain glioblastoma
PTCH1	Breast carcinoma
PTCH1	breast ductal adenocarcinoma
PTCH1	cecum adenocarcinoma
PTCH1	cervical adenocarcinoma
PTCH1	cervical squamous cell carcinoma
PTCH1	Chronic lymphocytic leukemia
PTCH1	Chronic myelomonocytic leukemia
PTCH1	Clear cell renal carcinoma
PTCH1	colon adenocarcinoma
PTCH1	colorectal adenocarcinoma
PTCH1	dedifferentiated chondrosarcoma
PTCH1	desmoplastic medulloblastoma
PTCH1	diffuse gastric adenocarcinoma
PTCH1	diffuse large B-cell lymphoma
PTCH1	endodermal sinus tumor
PTCH1	Endometrial stromal sarcoma
PTCH1	endometrium adenocarcinoma
PTCH1	Ependymoma
PTCH1	gastric adenocarcinoma
PTCH1	head and neck squamous cell carcinoma
PTCH1	Hepatocellular Carcinoma
PTCH1	kidney neoplasm
PTCH1	large cell lung carcinoma
PTCH1	large cell medulloblastoma
PTCH1	lobular breast carcinoma
PTCH1	Lung adenocarcinoma
PTCH1	Lung carcinoma
PTCH1	lymphoid neoplasm
PTCH1	Malignant peripheral nerve sheath tumor
PTCH1	Medulloblastoma
PTCH1	Melanoma
PTCH1	Multiple myeloma
PTCH1	non-small cell lung carcinoma
PTCH1	oral squamous cell carcinoma
PTCH1	ovarian adenocarcinoma
PTCH1	ovarian clear cell adenocarcinoma
PTCH1	ovarian mucinous adenocarcinoma
PTCH1	ovarian teratoma
PTCH1	pancreatic carcinoma
PTCH1	pancreatic ductal adenocarcinoma
PTCH1	pancreatic neuroendocrine tumor
PTCH1	prostate adenocarcinoma
PTCH1	prostate carcinoma
PTCH1	rectal adenocarcinoma
PTCH1	Renal cell carcinoma
PTCH1	salivary gland squamous cell carcinoma
PTCH1	skin carcinoma
PTCH1	small cell carcinoma
PTCH1	Small cell lung carcinoma
PTCH1	soft tissue sarcoma
PTCH1	squamous cell lung carcinoma
PTCH1	testicular mixed germ cell tumor
PTCH1	thyroid carcinoma
PTCH1	Ulcerative colitis
PTCH1	undifferentiated pleomorphic sarcoma
PTCH1	urothelial carcinoma
PTCH1	vulvar intraepithelial neoplasia
PTDSS1	Lenz-Majewski hyperostotic dwarfism
PTDSS1	Lenz-Majewski hyperostotic dwarfism
PTDSS1	Developmental delay
PTDSS1	Lenz-Majewski hyperostotic dwarfism
PTEN	COWDEN SYNDROME 1
PTEN	GLIOMA SUSCEPTIBILITY 2
PTEN	MACROCEPHALY/AUTISM SYNDROME
PTEN	MENINGIOMA FAMILIAL SUSCEPTIBILITY TO
PTEN	Prostate Cancer
PTEN	COWDEN SYNDROME 1
PTEN	LHERMITTE-DUCLOS DISEASE
PTEN	Proteus syndrome
PTEN	Pten Hamartoma Tumor Syndrome
PTEN	Activated PI3K-delta syndrome
PTEN	Bannayan-Riley-Ruvalcaba syndrome
PTEN	Bilateral frontoparietal polymicrogyria
PTEN	COWDEN SYNDROME
PTEN	Hereditary breast and/or ovarian cancer syndrome
PTEN	Juvenile polyposis of infancy
PTEN	LHERMITTE-DUCLOS DISEASE
PTEN	Macrocephaly-intellectual disability-autism syndrome
PTEN	Proteus syndrome
PTEN	Proteus-like syndrome
PTEN	Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome
PTEN	Squamous cell carcinoma of salivary glands
PTEN	Squamous cell carcinoma of the hypopharynx
PTEN	Squamous cell carcinoma of the larynx
PTEN	Squamous cell carcinoma of the lip
PTEN	Squamous cell carcinoma of the nasal cavity and paranasal sinuses
PTEN	Squamous cell carcinoma of the oral cavity
PTEN	Squamous cell carcinoma of the oropharynx
PTEN	COWDEN SYNDROME 1
PTEN	GLIOMA SUSCEPTIBILITY 2
PTEN	MACROCEPHALY/AUTISM SYNDROME
PTEN	MENINGIOMA FAMILIAL SUSCEPTIBILITY TO
PTEN	Prostate Cancer
PTEN	COWDEN SYNDROME 1
PTEN	LHERMITTE-DUCLOS DISEASE
PTEN	Proteus syndrome
PTEN	Pten Hamartoma Tumor Syndrome
PTEN	Adenosquamous Carcinoma
PTEN	Appendix Adenocarcinoma
PTEN	Atrophy
PTEN	B-cell acute lymphoblastic leukemia
PTEN	Bladder Small Cell Neuroendocrine Carcinoma
PTEN	Borderline Ovarian Endometrioid Tumor
PTEN	Borderline Ovarian Mucinous Tumor
PTEN	Breast Carcinoma by Gene Expression Profile
PTEN	Burkitts lymphoma
PTEN	Cervical Clear Cell Adenocarcinoma
PTEN	Chronic Eosinophilic Leukemia Not Otherwise Specified
PTEN	Chronic neutrophilic leukemia
PTEN	Colorectal Neuroendocrine Tumor G1
PTEN	Cutaneous T-cell lymphoma
PTEN	Digestive System Carcinoma
PTEN	Endometrial Cyst
PTEN	Endometrial Endometrioid Adenocarcinoma
PTEN	Endometrial Hyperplasia without Atypia
PTEN	Endometrial Intraepithelial Neoplasia
PTEN	Endometrial Squamous Cell Carcinoma
PTEN	Gallbladder Small Cell Neuroendocrine Carcinoma
PTEN	Hepatobiliary Neoplasm
PTEN	Histiocytic and Dendritic Cell Neoplasm
PTEN	Hodgkins lymphoma
PTEN	Invasive Breast Carcinoma
PTEN	Malignant Ovarian Mixed Epithelial Tumor
PTEN	MANTLE CELL LYMPHOMA
PTEN	Merkel cell skin cancer
PTEN	ND
PTEN	Ocular Melanoma
PTEN	Ovarian Carcinosarcoma
PTEN	Ovarian Endometrioid Adenocarcinoma
PTEN	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
PTEN	Ovarian Yolk Sac Tumor
PTEN	Pancreatic Acinar Cell Carcinoma
PTEN	Parathyroid Gland Carcinoma
PTEN	Parotid Gland Carcinoma ex Pleomorphic Adenoma
PTEN	Pleural Biphasic Mesothelioma
PTEN	Pleural Epithelioid Mesothelioma
PTEN	Primary Pulmonary Diffuse Large B-Cell Lymphoma
PTEN	Salivary Gland Carcinoma ex Pleomorphic Adenoma
PTEN	Sarcomatoid Carcinoma
PTEN	Secretory Meningioma
PTEN	Signet Ring Cell Gastric Adenocarcinoma
PTEN	Simple Endometrial Hyperplasia with Atypia
PTEN	T-cell acute lymphoblastic leukemia
PTEN	Testicular Teratoma
PTEN	Testicular Yolk Sac Tumor
PTEN	Uterine Carcinosarcoma
PTEN	Uveal melanoma
PTEN	Acute lymphoblastic leukemia
PTEN	Acute myeloid leukemia
PTEN	adenosquamous lung carcinoma
PTEN	Anaplastic astrocytoma
PTEN	Anaplastic oligoastrocytoma
PTEN	angiosarcoma
PTEN	Astrocytoma
PTEN	bile duct carcinoma
PTEN	bladder transitional cell carcinoma
PTEN	brain glioblastoma
PTEN	Breast carcinoma
PTEN	breast ductal adenocarcinoma
PTEN	Carcinoma
PTEN	cecum adenocarcinoma
PTEN	cervical adenocarcinoma
PTEN	cervical carcinoma
PTEN	cervical squamous cell carcinoma
PTEN	Chronic lymphocytic leukemia
PTEN	Chronic myelogenous leukemia
PTEN	Clear cell renal carcinoma
PTEN	clear cell sarcoma
PTEN	colon adenocarcinoma
PTEN	colon carcinoma
PTEN	colonic neoplasm
PTEN	colorectal adenocarcinoma
PTEN	Dedifferentiated liposarcoma
PTEN	diffuse gastric adenocarcinoma
PTEN	diffuse large B-cell lymphoma
PTEN	Endometrial carcinoma
PTEN	endometrium adenocarcinoma
PTEN	Ependymoma
PTEN	gallbladder carcinoma
PTEN	ganglioneuroblastoma
PTEN	gastric adenocarcinoma
PTEN	hairy cell leukemia
PTEN	head and neck squamous cell carcinoma
PTEN	Hepatocellular Carcinoma
PTEN	kidney neoplasm
PTEN	large cell lung carcinoma
PTEN	large cell medulloblastoma
PTEN	leiomyosarcoma
PTEN	lobular breast carcinoma
PTEN	Lung adenocarcinoma
PTEN	Lung carcinoma
PTEN	lymphoid neoplasm
PTEN	Melanoma
PTEN	Multiple myeloma
PTEN	myeloid neoplasm
PTEN	Myeloproliferative disorder
PTEN	Neoplasm
PTEN	neoplasm of mature B-cells
PTEN	non-small cell lung carcinoma
PTEN	Oligoastrocytoma
PTEN	oral squamous cell carcinoma
PTEN	OSTEOSARCOMA
PTEN	ovarian carcinoma
PTEN	ovarian clear cell adenocarcinoma
PTEN	ovarian mucinous adenocarcinoma
PTEN	ovarian teratoma
PTEN	pancreatic carcinoma
PTEN	pancreatic ductal adenocarcinoma
PTEN	pancreatic neoplasm
PTEN	pancreatic neuroendocrine tumor
PTEN	pharyngeal squamous cell carcinoma
PTEN	prostate adenocarcinoma
PTEN	prostate carcinoma
PTEN	pulmonary blastoma
PTEN	rectal adenocarcinoma
PTEN	renal carcinoma
PTEN	Rhabdomyosarcoma
PTEN	skin appendage carcinoma
PTEN	skin carcinoma
PTEN	Small cell lung carcinoma
PTEN	soft tissue sarcoma
PTEN	squamous cell lung carcinoma
PTEN	Synovial sarcoma
PTEN	testicular mixed germ cell tumor
PTEN	testicular seminoma
PTEN	thyroid carcinoma
PTEN	undifferentiated pleomorphic sarcoma
PTEN	urothelial carcinoma
PTEN	vulvar intraepithelial neoplasia
PTPA	
PTPN11	Juvenile myelomonocytic leukemia
PTPN11	Metachondromatosis
PTPN11	Noonan Syndrome
PTPN11	Noonan syndrome with multiple lentigines
PTPN11	Juvenile myelomonocytic leukemia
PTPN11	LEOPARD syndrome 1
PTPN11	Metachondromatosis
PTPN11	NOONAN SYNDROME 1
PTPN11	LEOPARD syndrome type 1
PTPN11	NOONAN SYNDROME 1
PTPN11	PTPN11-related NSML syndrome
PTPN11	PTPN11-related Noonan syndrome
PTPN11	Appendix Adenocarcinoma
PTPN11	B-cell acute lymphoblastic leukemia
PTPN11	Blast Phase Chronic Myelogenous Leukemia BCR-ABL1 Positive
PTPN11	Brain Stem Glioblastoma
PTPN11	Breast Carcinoma by Gene Expression Profile
PTPN11	Burkitts lymphoma
PTPN11	Chronic neutrophilic leukemia
PTPN11	Endometrial Endometrioid Adenocarcinoma
PTPN11	Gallbladder Small Cell Neuroendocrine Carcinoma
PTPN11	Hepatobiliary Neoplasm
PTPN11	Invasive Breast Carcinoma
PTPN11	MANTLE CELL LYMPHOMA
PTPN11	Merkel cell skin cancer
PTPN11	ND
PTPN11	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
PTPN11	Pleural Epithelioid Mesothelioma
PTPN11	T-cell acute lymphoblastic leukemia
PTPN11	Testicular Yolk Sac Tumor
PTPN11	Uterine Carcinosarcoma
PTPN11	Acute lymphoblastic leukemia
PTPN11	Acute myeloid leukemia
PTPN11	adenosquamous lung carcinoma
PTPN11	Anaplastic astrocytoma
PTPN11	Astrocytoma
PTPN11	Basal cell carcinoma
PTPN11	bile duct carcinoma
PTPN11	bladder transitional cell carcinoma
PTPN11	brain glioblastoma
PTPN11	Breast carcinoma
PTPN11	breast ductal adenocarcinoma
PTPN11	cecum adenocarcinoma
PTPN11	Chronic lymphocytic leukemia
PTPN11	Chronic myelogenous leukemia
PTPN11	Chronic myelomonocytic leukemia
PTPN11	Clear cell renal carcinoma
PTPN11	colon adenocarcinoma
PTPN11	colorectal adenocarcinoma
PTPN11	diffuse large B-cell lymphoma
PTPN11	gastric adenocarcinoma
PTPN11	head and neck squamous cell carcinoma
PTPN11	Hepatocellular Carcinoma
PTPN11	kidney neoplasm
PTPN11	large cell lung carcinoma
PTPN11	leiomyosarcoma
PTPN11	lobular breast carcinoma
PTPN11	Lung adenocarcinoma
PTPN11	Lung carcinoma
PTPN11	lymphoid neoplasm
PTPN11	Melanoma
PTPN11	Multiple myeloma
PTPN11	myeloid neoplasm
PTPN11	Myeloproliferative disorder
PTPN11	non-small cell lung carcinoma
PTPN11	Oligoastrocytoma
PTPN11	oral squamous cell carcinoma
PTPN11	ovarian mucinous adenocarcinoma
PTPN11	ovarian teratoma
PTPN11	pancreatic carcinoma
PTPN11	pancreatic ductal adenocarcinoma
PTPN11	pancreatic neoplasm
PTPN11	pancreatic neuroendocrine tumor
PTPN11	pharyngeal squamous cell carcinoma
PTPN11	POLYCYTHEMIA VERA
PTPN11	prostate adenocarcinoma
PTPN11	prostate carcinoma
PTPN11	rectal adenocarcinoma
PTPN11	Renal cell carcinoma
PTPN11	salivary gland squamous cell carcinoma
PTPN11	skin carcinoma
PTPN11	Small cell lung carcinoma
PTPN11	soft tissue sarcoma
PTPN11	squamous cell lung carcinoma
PTPN11	thyroid carcinoma
PTPN11	undifferentiated pleomorphic sarcoma
PTPN11	urothelial carcinoma
PTPRO	Genetic steroid-resistant nephrotic syndrome
PTPRO	NEPHROTIC SYNDROME TYPE 6
PXDN	Congenital cataract microcornea with corneal opacity
PXDN	ANTERIOR SEGMENT DYSGENESIS 7
PXDN	Anterior segment dysgenesis 7 with sclerocornea
PXDN	Congenital Cataract Corneal Opacity and Developmental Glaucoma
PYCR1	Autosomal recessive cutis laxa type 2B
PYCR1	Geroderma osteodysplastica
PYCR1	PYCR1-related de Barsy syndrome
PYCR1	CUTIS LAXA AUTOSOMAL RECESSIVE TYPE IIB
PYCR1	CUTIS LAXA AUTOSOMAL RECESSIVE TYPE IIIB
PYCR1	CUTIS LAXA AUTOSOMAL RECESSIVE TYPE IIB
PYCR2	Autosomal recessive primary microcephaly
PYCR2	PYCR2-related microcephaly-progressive leukoencephalopathy
PYCR2	LEUKODYSTROPHY HYPOMYELINATING 10
PYCR2	Postnatal microcephaly hypomyelination and reduced cerebral white-Matter volume
PYGM	Glycogen storage disease due to muscle glycogen phosphorylase deficiency
PYGM	GLYCOGEN STORAGE DISEASE V
PYROXD1	MYOPATHY MYOFIBRILLAR 8
PYROXD1	Early-Onset Myopathy with Internalized Nuclei and Myofibrillar Disorganization
QDPR	Dihydropteridine reductase deficiency
QDPR	HYPERPHENYLALANINEMIA BH4-DEFICIENT C
QDPR	BH4-Deficient Hyperphenylalaninemia C
QRICH2	SPERMATOGENIC FAILURE 35
QRSL1	QRSL1-related combined oxidative phosphorylation defect
QRSL1	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 40
RAB3GAP2	Autosomal recessive spastic paraplegia type 69
RAB3GAP2	Cataract-intellectual disability-hypogonadism syndrome
RAB3GAP2	Micro syndrome
RAB3GAP2	MARTSOLF SYNDROME 1
RAB3GAP2	WARBURG MICRO SYNDROME 2
RAB3GAP2	MARTSOLF SYNDROME
RAC2	NEUTROPHIL IMMUNODEFICIENCY SYNDROME
RAC2	IMMUNODEFICIENCY 73A WITH DEFECTIVE NEUTROPHIL CHEMOTAXIS AND LEUKOCYTOSIS
RAC2	IMMUNODEFICIENCY 73B WITH DEFECTIVE NEUTROPHIL CHEMOTAXIS AND LYMPHOPENIA
RAC2	IMMUNODEFICIENCY 73C WITH DEFECTIVE NEUTROPHIL CHEMOTAXIS AND HYPOGAMMAGLOBULINEMIA
RAD21	Cornelia de Lange syndrome
RAD21	Trichorhinophalangeal syndrome type 2
RAD21	CORNELIA DE LANGE SYNDROME 4 WITH OR WITHOUT MIDLINE BRAIN DEFECTS
RAD21	MUNGAN SYNDROME
RAD21	Cohesinopathy
RAD21	B-cell acute lymphoblastic leukemia
RAD21	Blast Phase Chronic Myelogenous Leukemia BCR-ABL1 Positive
RAD21	Brain Stem Glioblastoma
RAD21	Breast Carcinoma by Gene Expression Profile
RAD21	Chronic neutrophilic leukemia
RAD21	Digestive System Carcinoma
RAD21	Endometrial Endometrioid Adenocarcinoma
RAD21	Gastric Adenoma
RAD21	Hepatobiliary Neoplasm
RAD21	Merkel cell skin cancer
RAD21	ND
RAD21	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
RAD21	Parathyroid Gland Carcinoma
RAD21	T-cell acute lymphoblastic leukemia
RAD21	Uterine Carcinosarcoma
RAD21	Acute myeloid leukemia
RAD21	Anaplastic astrocytoma
RAD21	bile duct carcinoma
RAD21	bladder transitional cell carcinoma
RAD21	brain glioblastoma
RAD21	Breast carcinoma
RAD21	breast ductal adenocarcinoma
RAD21	cecum adenocarcinoma
RAD21	cervical squamous cell carcinoma
RAD21	Chronic lymphocytic leukemia
RAD21	Chronic myelogenous leukemia
RAD21	Chronic myelomonocytic leukemia
RAD21	Clear cell renal carcinoma
RAD21	colon adenocarcinoma
RAD21	colon carcinoma
RAD21	colorectal adenocarcinoma
RAD21	diffuse large B-cell lymphoma
RAD21	gastric adenocarcinoma
RAD21	head and neck squamous cell carcinoma
RAD21	Hepatocellular Carcinoma
RAD21	kidney neoplasm
RAD21	large cell lung carcinoma
RAD21	lobular breast carcinoma
RAD21	Lung adenocarcinoma
RAD21	Lung carcinoma
RAD21	lymphoid neoplasm
RAD21	Melanoma
RAD21	Myeloproliferative disorder
RAD21	non-small cell lung carcinoma
RAD21	oral squamous cell carcinoma
RAD21	OSTEOSARCOMA
RAD21	pancreatic carcinoma
RAD21	pancreatic ductal adenocarcinoma
RAD21	pancreatic neuroendocrine tumor
RAD21	pharyngeal squamous cell carcinoma
RAD21	prostate adenocarcinoma
RAD21	prostate carcinoma
RAD21	rectal adenocarcinoma
RAD21	skin carcinoma
RAD21	Small cell lung carcinoma
RAD21	soft tissue sarcoma
RAD21	squamous cell lung carcinoma
RAD21	thyroid carcinoma
RAD21	urothelial carcinoma
RAD51	Familial congenital mirror movements
RAD51	Fanconi anemia
RAD51	Hereditary breast and/or ovarian cancer syndrome
RAD51	Breast Cancer
RAD51	FANCONI ANEMIA COMPLEMENTATION GROUP R
RAD51	MIRROR MOVEMENTS 2
RAD51	MIRROR MOVEMENTS 2
RAD51C	Fanconi anemia
RAD51C	Hereditary breast and/or ovarian cancer syndrome
RAD51C	BREAST-OVARIAN CANCER FAMILIAL SUSCEPTIBILITY TO 3
RAD51C	Fanconi anemia complementation group O
RAD51C	BREAST-OVARIAN CANCER FAMILIAL SUSCEPTIBILITY TO 3
RAD51C	Fanconi anemia complementation group 0
RAD51C	RAD51C related cancer
RAF1	Familial isolated dilated cardiomyopathy
RAF1	Noonan Syndrome
RAF1	Noonan syndrome with multiple lentigines
RAF1	Pilomyxoid astrocytoma
RAF1	Cardiomyopathy dilated 1nn
RAF1	LEOPARD SYNDROME 2
RAF1	NOONAN SYNDROME 5
RAF1	NOONAN SYNDROME 5
RAF1	RAF1-related Noonan syndrome
RAF1	Breast Carcinoma by Gene Expression Profile
RAF1	Burkitts lymphoma
RAF1	Digestive System Carcinoma
RAF1	Endometrial Endometrioid Adenocarcinoma
RAF1	Gallbladder Small Cell Neuroendocrine Carcinoma
RAF1	Hepatobiliary Neoplasm
RAF1	ND
RAF1	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
RAF1	Pancreatic Acinar Cell Carcinoma
RAF1	Placental Choriocarcinoma
RAF1	Uterine Carcinosarcoma
RAF1	Acute myeloid leukemia
RAF1	Anaplastic astrocytoma
RAF1	angiosarcoma
RAF1	Astrocytoma
RAF1	bile duct carcinoma
RAF1	bladder transitional cell carcinoma
RAF1	brain glioblastoma
RAF1	Breast carcinoma
RAF1	breast ductal adenocarcinoma
RAF1	cecum adenocarcinoma
RAF1	cervical squamous cell carcinoma
RAF1	Chronic lymphocytic leukemia
RAF1	Clear cell renal carcinoma
RAF1	colon adenocarcinoma
RAF1	colorectal adenocarcinoma
RAF1	Desmoplastic small round cell tumor
RAF1	diffuse large B-cell lymphoma
RAF1	gastric adenocarcinoma
RAF1	head and neck squamous cell carcinoma
RAF1	Hepatocellular Carcinoma
RAF1	lobular breast carcinoma
RAF1	Lung adenocarcinoma
RAF1	Lung carcinoma
RAF1	lymphoid neoplasm
RAF1	Melanoma
RAF1	Multiple myeloma
RAF1	non-small cell lung carcinoma
RAF1	oral squamous cell carcinoma
RAF1	ovarian mucinous adenocarcinoma
RAF1	pancreatic carcinoma
RAF1	pancreatic ductal adenocarcinoma
RAF1	pancreatic neuroendocrine tumor
RAF1	pleomorphic liposarcoma
RAF1	prostate adenocarcinoma
RAF1	prostate carcinoma
RAF1	rectal adenocarcinoma
RAF1	skin carcinoma
RAF1	Small cell lung carcinoma
RAF1	soft tissue sarcoma
RAF1	squamous cell lung carcinoma
RAF1	thyroid carcinoma
RAF1	undifferentiated pleomorphic sarcoma
RAF1	urothelial carcinoma
RAG1	Combined immunodeficiency due to partial RAG1 deficiency
RAG1	Combined immunodeficiency with granulomatosis
RAG1	OMENN SYNDROME
RAG1	Severe combined immunodeficiency due to complete RAG1/2 deficiency
RAG1	ALPHA/BETA T-CELL LYMPHOPENIA WITH GAMMA/DELTA T-CELL EXPANSION SEVERE CYTOMEGALOVIRUS INFECTION AND AUTOIMMUNITY
RAG1	COMBINED CELLULAR AND HUMORAL IMMUNE DEFECTS WITH GRANULOMAS
RAG1	OMENN SYNDROME
RAG1	SEVERE COMBINED IMMUNODEFICIENCY AUTOSOMAL RECESSIVE T CELL-NEGATIVE B CELL-NEGATIVE NK CELL-POSITIVE
RAG1	OMENN SYNDROME
RAG2	Combined immunodeficiency with granulomatosis
RAG2	OMENN SYNDROME
RAG2	Severe combined immunodeficiency due to complete RAG1/2 deficiency
RAG2	COMBINED CELLULAR AND HUMORAL IMMUNE DEFECTS WITH GRANULOMAS
RAG2	OMENN SYNDROME
RAG2	SEVERE COMBINED IMMUNODEFICIENCY AUTOSOMAL RECESSIVE T CELL-NEGATIVE B CELL-NEGATIVE NK CELL-POSITIVE
